Subscription,Resource Group,Location,Type,Service Name,Broken,Category,Subcategory,Severity,Description,Result,Learn
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,Security,Private Endpoint,High,App Service should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/app-service/networking/private-endpoint
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,Reliability,Diagnostic Logs,Medium,App Service should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs#send-logs-to-azure-monitor
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms/sites,globalai-es,true,Security,Identity and Access Control,Medium,App Service should use Managed Identities,,https://learn.microsoft.com/en-us/azure/app-service/overview-managed-identity?tabs=portal%2Chttp
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms,ASP-GlobalAIES-88c2,true,Operational Excellence,Naming Convention (CAF),Low,Plan Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms,ASP-GlobalAIES-88c2,true,Reliability,Availability Zones,High,Plan should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/reliability/migrate-app-service
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Web/serverfarms,ASP-GlobalAIES-88c2,true,Reliability,Diagnostic Logs,Medium,Plan should have diagnostic settings enabled,,
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.DBforMySQL/flexibleServers,globalaies-820e1353e2ce4ded888db0de72483955-dbserver,true,Reliability,Availability Zones,High,Azure Database for MySQL - Flexible Server should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/how-to-configure-high-availability-cli
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.DBforMySQL/flexibleServers,globalaies-820e1353e2ce4ded888db0de72483955-dbserver,true,Reliability,Diagnostic Logs,Medium,Azure Database for MySQL - Flexible Server should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/tutorial-query-performance-insights#set-up-diagnostics
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.DBforMySQL/flexibleServers,globalaies-820e1353e2ce4ded888db0de72483955-dbserver,true,Operational Excellence,Naming Convention (CAF),Low,Azure Database for MySQL - Flexible Server Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,global,Microsoft.Cdn/profiles,globalaies-291e1bfa2ba58dc55f2a-cdnprofile,true,Operational Excellence,Naming Convention (CAF),Low,Azure FrontDoor Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,global,Microsoft.Cdn/profiles,globalaies-291e1bfa2ba58dc55f2a-cdnprofile,true,Reliability,Diagnostic Logs,Medium,Azure FrontDoor should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/frontdoor/standard-premium/how-to-logs
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Network/virtualNetworks,globalaies-0f21c57227-vnet,true,Operational Excellence,Naming Convention (CAF),Low,Virtual Network Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Network/virtualNetworks,globalaies-0f21c57227-vnet,true,Reliability,Diagnostic Logs,Medium,Virtual Network should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/virtual-network/monitor-virtual-network#collection-and-routing
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Network/virtualNetworks,globalaies-0f21c57227-vnet,true,Security,Networking,High,Virtual Network: All Subnets should have a Network Security Group associated,,https://learn.microsoft.com/azure/virtual-network/concepts-and-best-practices
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,Operational Excellence,Naming Convention (CAF),Low,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,Security,Private Endpoint,High,Storage should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/storage/common/storage-private-endpoints
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,Reliability,Availability Zones,High,Storage should have availability zones enabled,,https://learn.microsoft.com/EN-US/azure/reliability/migrate-storage
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-ES,westeurope,Microsoft.Storage/storageAccounts,globalaies20224c6ab9,true,Reliability,Diagnostic Logs,Medium,Storage should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,northeurope,Microsoft.ContainerRegistry/registries,azurebrains,true,Security,Private Endpoint,High,ContainerRegistry should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-private-link
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,northeurope,Microsoft.ContainerRegistry/registries,azurebrains,true,Operational Excellence,Retention Policies,Medium,ContainerRegistry should use retention policies,,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-retention-policy
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,northeurope,Microsoft.ContainerRegistry/registries,azurebrains,true,Operational Excellence,Naming Convention (CAF),Low,ContainerRegistry Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,northeurope,Microsoft.ContainerRegistry/registries,azurebrains,true,Reliability,Availability Zones,High,ContainerRegistry should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/container-registry/zone-redundancy
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,northeurope,Microsoft.ContainerRegistry/registries,azurebrains,true,Security,Identity and Access Control,Medium,ContainerRegistry should have the Administrator account disabled,,https://learn.microsoft.com/azure/container-registry/container-registry-authentication-managed-identity
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,northeurope,Microsoft.ContainerRegistry/registries,azurebrains,true,Reliability,Diagnostic Logs,Medium,ContainerRegistry should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/container-registry/monitor-service
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,westeurope,Microsoft.Logic/workflows,Defender-Logic-Alert,true,Operational Excellence,Tags,Low,Logic App should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,westeurope,Microsoft.Logic/workflows,Defender-Logic-Alert,true,Operational Excellence,Naming Convention (CAF),Low,Logic App Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Security,westeurope,Microsoft.Logic/workflows,Defender-Logic-Alert,true,Reliability,Diagnostic Logs,Medium,Logic App should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/logic-apps/monitor-workflows-collect-diagnostic-data
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Operational Excellence,Tags,Low,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Utopia,westeurope,Microsoft.Storage/storageAccounts,utopiabar,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Utopia,westeurope,Microsoft.Storage/storageAccounts,utopiabar,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Security,HTTPS Only,High,App Service should use HTTPS only,,https://learn.microsoft.com/azure/app-service/configure-ssl-bindings#enforce-https
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Security,TLS,High,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Security,Security,High,App Service remote debugging should be disabled,,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging-azure-app-service?view=vs-2022#enable-remote-debugging
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms,globalai-serverfarm,false,Reliability,SKU,High,Plan SKU,S1,https://learn.microsoft.com/en-us/azure/app-service/overview-hosting-plans
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms,globalai-serverfarm,false,Reliability,SLA,High,Plan should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/app-service/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms,globalai-serverfarm,false,Operational Excellence,Tags,Low,Plan should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,Reliability,SKU,High,Key Vault SKU,Standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,globalai-db,false,Reliability,SKU,High,SQL Database SKU,Standard,https://docs.microsoft.com/en-us/azure/azure-sql/database/service-tiers-vcore?tabs=azure-portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,globalai-db,false,Reliability,SLA,High,SQL Database should have a SLA,99.99%,
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,globalai-db,false,Reliability,Diagnostic Logs,Medium,SQL Database should have diagnostic settings enabled,,
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,master,false,Operational Excellence,Naming Convention (CAF),Low,SQL Database Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,master,false,Reliability,SKU,High,SQL Database SKU,System,https://docs.microsoft.com/en-us/azure/azure-sql/database/service-tiers-vcore?tabs=azure-portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,master,false,Reliability,SLA,High,SQL Database should have a SLA,99.99%,
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Sql/servers,globalai-sqlserver,false,Operational Excellence,Tags,Low,SQL should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,microsoft.insights/components,globalai,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,microsoft.insights/components,globalai,false,Operational Excellence,Tags,Low,Azure Application Insights should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,westus,Microsoft.Cdn/profiles,globalai,false,Reliability,SKU,High,Azure FrontDoor SKU,Standard_Verizon,https://learn.microsoft.com/en-us/azure/frontdoor/standard-premium/tier-comparison
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,westus,Microsoft.Cdn/profiles,globalai,false,Reliability,SLA,High,Azure FrontDoor SLA,99.99%,https://www.azure.cn/en-us/support/sla/cdn/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Network/virtualNetworks,globalai-vnet,false,Operational Excellence,Tags,Low,Virtual Network should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Network/virtualNetworks,globalai-vnet,false,Reliability,Availability Zones,High,Virtual Network should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-overview#virtual-networks-and-availability-zones
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,GlobalAI-Spain,northeurope,Microsoft.Network/virtualNetworks,globalai-vnet,false,Reliability,Reliability,High,Virtual NetworK should have at least two DNS servers assigned,,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-name-resolution-for-vms-and-role-instances?tabs=redhat#specify-dns-servers
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Security,HTTPS Only,High,App Service should use HTTPS only,,https://learn.microsoft.com/azure/app-service/configure-ssl-bindings#enforce-https
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Security,Security,High,App Service remote debugging should be disabled,,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging-azure-app-service?view=vs-2022#enable-remote-debugging
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Security,TLS,High,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.Web/serverfarms,AzureBrainsPlan,false,Reliability,SKU,High,Plan SKU,P0v3,https://learn.microsoft.com/en-us/azure/app-service/overview-hosting-plans
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.Web/serverfarms,AzureBrainsPlan,false,Reliability,SLA,High,Plan should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/app-service/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Security,Security,High,App Service remote debugging should be disabled,,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging-azure-app-service?view=vs-2022#enable-remote-debugging
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Security,TLS,High,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Reliability,Diagnostic Logs,Medium,App Service should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs#send-logs-to-azure-monitor
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Operational Excellence,Tags,Low,App Service should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Security,Security,High,App Service should not allow insecure FTP,,https://learn.microsoft.com/en-us/azure/app-service/deploy-ftp?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Web/serverfarms,azurebrainsbotplan,false,Reliability,SKU,High,Plan SKU,F1,https://learn.microsoft.com/en-us/azure/app-service/overview-hosting-plans
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,Operational Excellence,Naming Convention (CAF),Low,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,Reliability,SKU,High,Key Vault SKU,Standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,Reliability,Reliability,Medium,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,microsoft.insights/components,AzurebrainsBot,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,microsoft.insights/components,azurebrains,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Operational Excellence,Naming Convention (CAF),Low,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Reliability,SLA,High,Storage should have a SLA,99%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Operational Excellence,Tags,Low,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Reliability,SLA,High,Storage should have a SLA,99%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.DBforMySQL/servers,azurebrains-mysqldbserver,false,Reliability,SKU,High,Azure Database for MySQL - Flexible Server SKU,B_Gen5_1,https://learn.microsoft.com/en-us/azure/mysql/single-server/concepts-pricing-tiers
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,Azurebrains,westeurope,Microsoft.DBforMySQL/servers,azurebrains-mysqldbserver,false,Reliability,SLA,High,Azure Database for MySQL - Flexible Server should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/mysql/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,telegram-proxy,francecentral,Microsoft.Compute/virtualMachines,telegram-proxy-vm01,false,Reliability,SLA,High,Virtual Machine should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,telegram-proxy,francecentral,Microsoft.Compute/virtualMachines,telegram-proxy-vm01,false,Reliability,Reliability,High,Virtual Machine should use managed disks,,https://learn.microsoft.com/en-us/azure/architecture/checklist/resiliency-per-service#virtual-machines
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,telegram-proxy,francecentral,Microsoft.Network/virtualNetworks,telegram-proxy-vm01-vnet,false,Reliability,Availability Zones,High,Virtual Network should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-overview#virtual-networks-and-availability-zones
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,telegram-proxy,francecentral,Microsoft.Network/virtualNetworks,telegram-proxy-vm01-vnet,false,Reliability,Reliability,High,Virtual NetworK should have at least two DNS servers assigned,,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-name-resolution-for-vms-and-role-instances?tabs=redhat#specify-dns-servers
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.KeyVault/vaults,kv-contosokrcmojyj45dxq,false,Reliability,Reliability,Medium,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.KeyVault/vaults,kv-contosokrcmojyj45dxq,false,Operational Excellence,Naming Convention (CAF),Low,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.KeyVault/vaults,kv-contosokrcmojyj45dxq,false,Reliability,SKU,High,Key Vault SKU,standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.KeyVault/vaults,kv-contosokrcmojyj45dxq,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,microsoft.insights/components,appi-contosokrcmojyj45dxq,false,Operational Excellence,Naming Convention (CAF),Low,Azure Application Insights Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,microsoft.insights/components,appi-contosokrcmojyj45dxq,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
